ID,hivCaseReportNumber,name,fathersName,fathersFatherName,mothersName,mothersFatherName,gender,dob,district,town,PhoneNumber
rec-00000113-aaa-0,P8/RD/bD0/lk6Pw,Yimer,Belayneh,Zegeye,Gebrie,Aboulrezak,male,19961120,Sidama,Teticha,098-119-4241
rec-00000113-bbb-0,,Yimer,Belayeeh,Zegye,Gebrie,Aboulrezak,maje,19961120,Sidama,Teticha,098-119-4241
rec-00000113-bbb-1,P8/RD/bD0/lk6Pw,Yimer,Belayneh,Zegeye,Gebrie,Aboulrezak,,19961120,Sidaa,Teticya,098-11i-4241
rec-00000114-aaa-0,HC/Ei/5po/ML9Lb,Wonda,Alem,De)en,Temesgen,Haftu,male,20100215,SNNP,Damot Gale,011-525-6664
rec-00000114-bbb-0,HC/Ei/5po/ML9Lb,Wonta,,De)en,Temesgen,Haftu,maje,20100214,SNNP,Damot Gale,011-525-6664
rec-00000115-aaa-0,gt/Yt/jB8/cnT7l,Adebabay,Endebilhatu,Elias,Siraj,Teka,male,19950518,Amhara,Dega Damot,011-397-5260
rec-00000116-aaa-0,5j/We/2NO/fCDe2,Tafese,Kassa,Kerse,Tesfahiwot,Wolde,male,19970608,Afar,Afdera,047-566-1611
rec-00000117-aaa-0,B5/Gj/lG8/UVX0O,Berga,Anis,Alemu,Beza,Mengesha,male,20050709,SNNP,Misrak Badawacho,011-448-1979
rec-00000118-aaa-0,kf/GV/RqN/01IHP,Anbesu,Demisse,Andenet,Belete,Lebeza,male,20000809,Sidama,Aleta Chuko,058-419-4642
rec-00000119-aaa-0,5n/Dr/4Ua/iSkmo,Mekonnen,Fekadu,Debebe,Estifanos,Mola,male,20030520,Amhara,Bahirdar Zuria,098-111-3422
rec-00000119-bbb-0,5n/Dr/4Ua/iSkmo,Mekonnen,Fekadu,Debebe,Esttifanos,Mola,male,200305w0,Amhar,Bahirdat Zuria,098-111-3422
rec-00000119-bbb-1,5n/Dr/4Ua/iSkmo,Mekonnen,Fekadu,Debebe,Estifanos,Mila,maie,,Anhara,Bahirdar Zuria,098-111-3422
rec-00000120-aaa-0,hv/Wx/gxv/4ZjLW,Nemera,Tadesse,Hailu,Tsegaye,Tedla,male,19940109,SNNP,Lemmo,011-307-1237
rec-00000120-bbb-0,hv/Wx/gxv/4ZjLW,Nemera,Tadesse,Hailu,segaye,,,19940109,SNNP,Lemml,011-307-1237
rec-00000120-bbb-1,hv/Wx/txv/4ZjLW,Nemera,Tadezse,Hailu,,Tedla,,19940109,SNNP,Lemmo,011-307-1237
rec-00000121-aaa-0,dv/nn/PLG/l6TTe,Fantaye,Fiseha,Rase,Aminu,Mohamed,female,20070904,SNNP,Duguna Fango,091-805-8588
rec-00000122-aaa-0,Zv/aG/VE6/uIRSK,Demena,Getahun,Tekola,Amenay,Mihretij,male,20081004,Oromia,Hitosa,057-913-8204
rec-00000123-aaa-0,HK/oS/4ID/lnVd9,Bekere,Yared,Mohamedhagos,Gebeyehu,Tessema,male,20000909,Oromia,Cobi,011-440-0768
rec-00000124-aaa-0,7B/b5/4iC/TIPEg,Alaro,Ayano,Balcha,Hailu,Yihidago,male,20021224,Oromia,Girawa,011-114-3153
rec-00000125-aaa-0,8Z/nK/5lE/xuCKD,Kifle,Aoamu,Kedir,Fikadu,Yosef,male,20010105,Amhara,Lay Armacho,011-519-9038
rec-00000125-bbb-0,8Z/nK/5lE/xuCKD,Kiflel,,,Fikadu,Yosef,male,,Amhara,Lay Armacho,011-519-9038
rec-00000125-bbb-1,8Z/nK/5lE/xuCKD,,Aoamu,Ketir,Fickadu,Yosef,male,20010105,Amhara,Lay Armacho,
rec-00000126-aaa-0,qj/sV/XvG/NXgqz,Aiamirew,Asebe,Asmare,Mohammed,Senay,male,19990926,Amhara,Dehana,091-108-4548
rec-00000127-aaa-0,pk/Km/gIB/lXyTn,Tesfahun,Batu,Zehir,Mulat,Jemal,male,20091001,Oromia,Ginir,011-564-6868
rec-00000127-bbb-0,pk/Km/gIB/lXyTn,Tesfahun,Batu,Zehiah,Mulat,Jmeal,male,20091001,Oromja,Gimir,011-564-6868
rec-00000128-aaa-0,El/Xz/T4C/qjhtW,Shanko,Melaku,Asen,Tibebu,Tilahun,male,19980902,Oromia,Munessa,011-395-8314
rec-00000129-aaa-0,eQ/0J/DGu/0sElt,Tirhas,Bekele,Wubneh,Abera,Maru,female,20100803,SNNP,Duna,091-439-2340
rec-00000130-aaa-0,jR/wj/ZOl/15ntq,Desta,Getenet,Mohammed,Abaseko,Mehammed,male,19990605,Sidama,Aleta Wendo,098-119-1066
rec-00000131-aaa-0,N0/3k/gBE/hXG7Y,Saia,Kasa,Tadele,Taye,Ashenafi,male,20071113,Oromia,Doba,091-407-3237
rec-00000131-bbb-0,N0/3k/gBE/hXG7Y,Saia,Kasa,Tade|e,Taye,Asenafi,male,20071113,Oromia,Dobw,091-407-3q37
rec-00000132-aaa-0,xa/Yz/tKo/PHRX4,Desta,Wasihun,Desta,Yeshanew,Shiferaw,male,20000230,SNNP,Kacha Bira,011-651-2540
rec-00000133-aaa-0,Jz/JR/swa/c2jNS,Biri,Kibrom,Lema,Hadis,Tegenu,female,20060615,Dire Dawa,Biyoawale,033-844-4527
rec-00000133-bbb-0,Jz/JR/swa/c2jNS,Biry,Kibrom,Lema,Hatis,Tegenu,fekale,20060615,Dire Dawka,Biyoawale,033-844-4527
rec-00000133-bbb-1,Jz/JR/swa/c2jNS,Biri,Kiprom,Lmea,Hadist,Tegenu,,20060615,Dire Dawa,Biyoawale,033-844-4527
rec-00000134-aaa-0,nN/QC/KMD/xNTq7,Mumicha,Beyene,Gebrehiwot,Alemayehu,Woldemichael,male,19930316,Oromia,Bora (OR),057-040-1830
rec-00000135-aaa-0,HV/Ta/0fL/DPw3T,Henok,Kedir,Lemma,Asfaw,Biru,male,19941207,Somali,Aw-Bare,091-462-9158
rec-00000135-bbb-0,HV/Ta/0fL/DPvv3T,Henok,Ketir,Lemma,Asvaw,Biru,male,19941207,Somaji,Aw-Bare,091-462-9158
rec-00000135-bbb-1,HV/Ta/0fL/DPw3T,Henok,Ketir,Lemma,Asfaw,Biru,male,,Somaii,Aw-Bqre,091-462-9158
rec-00000136-aaa-0,Wc/Za/Sik/4XHcv,Meseret,Ermias,Melaku,Mamo,Fikre,female,19921206,Oromia,Goro Muti,033-217-4953
rec-00000137-aaa-0,xU/si/iWa/msuK8,Ayele,Manji,Wegase,Nigatu,Ayetenew,male,20040617,Oromia,Siraro,011-408-5256
rec-00000138-aaa-0,p1/aA/EDZ/Ka9qX,Beyene,Garedew,Adisu,Teklemariam,Getachew,male,19960110,SNNP,Bonga town,011-655-1122
rec-00000139-aaa-0,oV/rg/zGa/NIYOA,Kibret,Bekele,Mekbib,Eshake,Abebe,male,19951218,Amhara,Gishe Rabel,058-932-9213
rec-00000140-aaa-0,9o/Iv/s0w/3dv7e,Chamissa,Woldemichael,Beori,Mengist,Gebrearegawi,male,19980410,Sidama,Aleta Chuko,091-163-4561
rec-00000141-aaa-0,SE/0f/eOR/J5fqG,Yosef,Gebreegziabher,Asemahegn,Shimelis,Tesfaye,male,20030326,Amhara,Bati,091-866-1093
rec-00000141-bbb-0,SE/0f/eOR/J5fqG,Yostef,Gebreegziabher,Asemahegn,Shimelis,Teafaye,male,200303w6,Amharah,Bati,091-866-1093
rec-00000141-bbb-1,SE/0f/eOR/J5fqG,Yosef,Gebrigziabher,Asemahegn,Shimelis,Tesfay,mwle,,Amhara,Bati,091-866-1093
rec-00000142-aaa-0,xI/9x/YB6/E22pt,Sisay,Kedir,Endalekachew,Endale,Tibebe,female,19990109,Oromia,Setema,091-691-1023
rec-00000143-aaa-0,eg/FG/XtA/3EZgk,Tshaye,Fedlu,Getie,Abate,Molla,male,20001106,SNNP,Gibe,091-113-2187
rec-00000144-aaa-0,aA/Hz/nqN/MQVhQ,Hintsa,Mehari,Fikadu,Abera,Tilahun,male,19941205,SNNP,Selamber town,091-467-4864
rec-00000144-bbb-0,aA/Hz/nqN/MQVhQ,Hintsa,Mehari,Fickadu,Abrea,Tilahun,malw,19941205,,Selamber town,091-467-4864
rec-00000144-bbb-1,aA/Hz/nwN/MQVhQ,Hintsa,Mehari,Fikad7,Abera,Tilaun,male,19941205,SNNP,Selamber t0wn,091-467-4864
rec-00000145-aaa-0,hs/Ws/qWl/7tx56,Worku,Girma,Gebreyohannis,Desalegn,Tadesse,male,19920804,Amhara,Enemay,011-394-8727
rec-00000145-bbb-0,hs/Ws/qWl/7tx56,Worku,Giahma,Gebreyohannis,Desalegn,Tadesse,,,Amhara,,011-394-8727
rec-00000146-aaa-0,sP/D0/7YQ/bTYMW,Kebede,Ayenew,Aboeta,Workineh,Wolde,male,20070727,Somali,Dolobay,091-629-1738
rec-00000147-aaa-0,ig/Cx/iMu/nneLF,Legesse,Eshake,Hailu,Tufa,Tademe,male,20050326,Oromia,Deder,098-119-6913
rec-00000148-aaa-0,0M/4P/WmW/dpWxz,Kassahun,Negiya,Ali,Gebiru,Demisachew,male,19930808,SNNP,Adiyio,098-111-7045
rec-00000148-bbb-0,0M/4P/WmW/dpWxz,Kassadhun,Nejiya,Ali,Gehiru,Demisachew,male,19930808,SNNP,Ad9yio,098-111-7045
rec-00000149-aaa-0,Vg/g8/58C/RZtH6,Tefera,Keneni,Genemo,Shewaye,Jemal,male,19940224,Amhara,Wadla,091-782-0633
rec-00000150-aaa-0,5F/Dp/OY7/2KVpi,Aboilkadir,Hamid,Edris,Dera,Robel,male,20020723,Oromia,Gimbi,011-111-7242
rec-00000151-aaa-0,zy/hP/F0L/9HSNF,Gebru,Sultan,Tucho,Emishaw,Legesse,male,20030512,Sidama,Hawasa town,091-479-1845
rec-00000152-aaa-0,q4/sS/N2X/mtpuH,Teshome,Yaikob,Woreku,Getie,Abera,male,20030320,SNNP,Analemmo,091-834-1566
rec-00000153-aaa-0,Yy/sH/Qyi/oPovV,Mezgebu,Mihretij,Gebeyehu,Mohammed,Mengesha,male,19971206,SNNP,Shisho Ande,091-152-6319
rec-00000153-bbb-0,Yy/sH/Qyi/oPovV,Mezgebu,Miretij,Gebyehu,Mohamned,Men9esha,male,19971206,SNNP,Shisho Ande,091-152-6319
rec-00000154-aaa-0,xy/mS/OnR/HOwDJ,Adnew,Gebrewold,Wendemu,Yeayineshet,Fewzan,male,20050729,Oromia,Ababo,091-874-5279
rec-00000155-aaa-0,5e/6l/uQP/A5Jj8,Tesfamichael,Teshome,Demmelash,Desalegn,Yosef,male,20010611,Oromia,Inkolo Wabe,011-291-1160
rec-00000156-aaa-0,OB/M2/7w8/xD3pi,Chaka,Ajibe,Bekele,Mebrate,Woldeamanuel,male,19960423,Oromia,Ameya,046-950-8688
rec-00000156-bbb-0,OB/M2/7w8/xD3pi,Caka,Ajibe,Bekele,Mebrade,Woldeamanuei,male,19960423,Oromja,Ameya,046-950-8688
rec-00000157-aaa-0,7a/2E/xiI/OKL9W,Mihret,Kassahun,Gebremariam,Fresenbet,Samuel,female,20010512,Oromia,Agarfa,011-652-0160
rec-00000158-aaa-0,nW/KX/x29/eBQsv,Nigusie,Tadele,Tadesse,Tesfahun,Gebrekidan,male,20030213,Amhara,Dewa Cheffa,011-111-3378
rec-00000159-aaa-0,I9/yb/6yw/T3PWU,Admasu,Fewzan,Fitsum,Alemu,Kebede,male,19901025,Oromia,Gemechis,098-111-4300
rec-00000160-aaa-0,c7/DR/sLs/UfSjY,Weyeni,Desalegn,Desalegn,Getahun,Tadesse,female,19990606,SNNP,Hadero Tunto,011-655-0301
rec-00000161-aaa-0,7A/XH/JCf/vPk6I,Aleayehu,Tesfaye,Woldu,Hussen,Solomon,male,19990811,Oromia,Seweyna,098-111-3805
rec-00000162-aaa-0,dC/IG/MFm/JOidU,Teferi,Guade,Fetene,Alem,Banteyirgu,male,19980222,Amhara,Addi Arekay,091-415-3967
rec-00000162-bbb-0,dC/IG/MFm/JOidU,Teferi,Guade,Fegene,Alem,Banteyirgu,male,,Amharag,Add9 Arekay,091-415-3967
rec-00000163-aaa-0,CY/0H/riF/gasOA,Habtamu,Asaminew,Chere,Misker,Sentayehu,female,19950425,Amhara,Alfa,091-756-8943
rec-00000163-bbb-0,CY/0H/riF/gasOA,Habtarnu,Asamine,Cbere,Misker,Sentayehu,female,199504q5,Amhara,Alfa,091-756-8943
rec-00000163-bbb-1,CY/0H/riF/gasOA,Habtamu,Azaminew,Chere,Misker,Sentayehu,femaje,19950425,Amhra,,091-756-8943
rec-00000164-aaa-0,YR/ut/ZYI/cK5ZE,Aiamirew,Batu,Segu,Niguma,Yared,male,19970305,Oromia,Asela town,046-341-7209
rec-00000165-aaa-0,Yq/oH/mgs/3MoLw,Tola,Tariku,Berga,Tesfaye,Belete,male,19870506,Oromia,Goma,025-697-5881
rec-00000166-aaa-0,ot/7q/ikT/Si36p,Gebremariam,Wolde,Mohammed,Beneberu,Kelkil,male,19980928,Amhara,Gidan,058-155-5313
rec-00000167-aaa-0,qM/Gj/I0o/pptIN,Tizazu,Mulualem,Tenkolu,Kassa,Worku,male,20060709,Oromia,Bishoftu town,011-655-7860
rec-00000167-bbb-0,qM/Gj/I0o/pptIN,Tisazu,Mulualem,Tenkolu,Kassa,,,20060709,Oromsia,Bishoftu town,011-655-7860
rec-00000168-aaa-0,Sg/3s/Wdn/CAA2O,Gebreselassie,Tenkolu,Takele,Girma,Worku,male,20050814,Benishangul Gumz,Bilidigilu,011-652-4353
rec-00000168-bbb-0,Sg/3s/Wdn/CAA2O,Gebreselassi,Tenkolu,Takele,Girma,Worcku,mal4,20050814,Benishangul Gumz,,011-652-4353
rec-00000168-bbb-1,Sg/3s/Wdn/CAA2O,Gebresela5sie,Tenkolu,Takele,Girma,Woahku,male,,BenishangulGumz,Bilidigilu,011-652-4353
rec-00000169-aaa-0,WH/ac/775/GJDHO,Betselot,Mamo,Mohammed,Yemane,Abdi,female,20020813,Oromia,Meta Walkite,091-443-5996
rec-00000169-bbb-0,WH/ac/775/GJDHO,Betselot,Mamo,Mohammed,Yeman,Abdi,,,Orornia,Meta Walkite,091-443-5996
rec-00000170-aaa-0,Xb/kQ/AOM/1NhdZ,Hani,Haregewoyin,Beyene,Tizazu,Beshah,female,19960327,SNNP,Arba Minch town,098-119-9713
rec-00000171-aaa-0,nm/Xh/S2J/o12hf,Gizachew,Hailemariam,Abuyie,Gebremariam,Agiza,male,20020215,SNNP,Boloso Sore,098-111-7460
rec-00000172-aaa-0,kb/eP/ySb/RJr9I,Woldeyes,Desalegn,Gidore,Seifu,Oinberu,male,20010820,Somali,Jigjiga town,011-111-3106
rec-00000173-aaa-0,n4/mF/cNI/Na4sR,Imam,Gelaye,Gebre,Robson,Mitiku,male,20030822,SNNP,Denba Gofa,011-111-3384
rec-00000174-aaa-0,6m/H8/cZn/d4iLA,Anteneh,Tsehaye,Mulugeta,Gurumu,Walelign,male,20020301,Oromia,Toke Kutaye,022-941-1954
rec-00000175-aaa-0,v9/S8/jMD/bbTbf,Lema,Abreha,Abaseko,Aman,Shewit,male,19970317,SNNP,Konta,011-655-9296
rec-00000176-aaa-0,JF/OF/1JM/xEoOm,Dawit,Gebrehiwot,Leul,Temesgen,Gebremedhin,male,20010601,Afar,Euwa,046-149-9393
rec-00000176-bbb-0,JF/OF/1JM/xEoOm,Dawid,Gebrehiwod,Leul,Temesgen,Gebremedhin,male,20010601,Afr,Euwa,046-139-9393
rec-00000177-aaa-0,HG/BM/jNI/O32SE,Haile,Abera,Bamlaku,Zegeye,Admas,male,20011126,Oromia,Alge Sachi,011-293-6333
rec-00000177-bbb-0,HG/BM/hNI/O32SE,Haile,Abera,Bamlsku,Zegeye,Admas,male,200q1126,Oromia,Alge Sachi,011-393-6333
rec-00000178-aaa-0,QY/dE/PPS/IRniR,Assefa,Hailu,Assefa,Alem,Malore,male,19950414,Amhara,Lay Armacho,034-320-6081
rec-00000179-aaa-0,i4/wg/1vU/RLE60,Daniel,Bogale,Abadi,Redi,Abu,male,19990205,Oromia,Wara Jarso,011-654-0290
rec-00000180-aaa-0,1n/zr/VyJ/vWSZo,Yoseph,Mohammed,Araya,Reda,Dejene,male,19981109,Amhara,Antsokiya,011-652-1337
rec-00000181-aaa-0,Nb/BR/r6h/wxCOZ,Ayalew,Gessese,Anbesu,Shiferaw,Gebreselassie,male,20000516,Amhara,Yilmana Densa,058-682-2383
rec-00000182-aaa-0,kj/uz/qRL/T6Hov,Winta,Dereje,Kinfu,Engida,Walelign,female,19940516,SNNP,Daramalo,011-655-8779
rec-00000182-bbb-0,kj/uz/qRL/T6H0v,Winta,Derej,Kinvu,Engida,Walelign,female,19940516,,Daramalo,011-655-8779
rec-00000182-bbb-1,kj/uz/qRL/T6H9v,Winta,Dereje,Kinfu,Eng8da,Walelin,female,19940516,SNNP,Daramalo,011-655-8789
rec-00000183-aaa-0,oU/zl/TGj/8cJbL,Hailu,Sitotaw,Gebretinsae,Seifu,Fikadu,male,19970630,SNNP,Gombora,022-014-0624
rec-00000184-aaa-0,mO/Uk/kjS/dKKZt,Kiya,Wooajo,Guade,Mengistu,Dejene,female,19930529,SNNP,Arba Minch town,098-111-3242
rec-00000184-bbb-0,mO/Uk/kjS/dKKZt,Kiia,Wooajo,Guade,Mengistu,Dejerie,femsle,19930529,SNNP,Arba Minch to2n,098-111-3242
rec-00000185-aaa-0,Di/ly/yod/y8pbI,Temesgen,Asmare,Amare,Ahmed,Tsegay,male,19920101,Oromia,Hurumu,098-119-0155
rec-00000186-aaa-0,rK/3k/4Ee/728q9,Yadeta,Gebregiorgis,Gebresilassie,Kumbi,Woreku,male,19980727,Oromia,Deder,091-141-4399
rec-00000187-aaa-0,rg/Kh/cJH/QXE5g,Assefa,Tesfaye,Hailemichael,Abdulsemed,Fiseha,male,20020505,Oromia,Bako Tibe,091-640-9778
rec-00000188-aaa-0,eD/LH/lOv/hvetn,Seble,Tegegn,Beyene,Omer,Abdulkader,female,20000730,SNNP,Bonke,011-651-1949
rec-00000189-aaa-0,W2/nT/Fby/5CxQA,Bayu,Awol,Robel,Kidane,Aboulrezak,male,20010104,Amhara,Shebel Bernta,011-112-5180
rec-00000189-bbb-0,W2/nT/Fby/5CxQA,,Awol,,Kidan,Aboulrezak,mal3,20010104,Amhara,Shebel Bernta,011-112-5180
rec-00000190-aaa-0,y8/RE/iSt/7EPkp,Bayisa,Kaba,Tessema,Tibebu,Tibebu,male,20080914,Somali,Hadhagala,011-652-0942
rec-00000191-aaa-0,wn/V1/Eeu/s7qsl,Shimelis,Tadios,Woldemariam,Andenet,Mezgebu,male,19951229,Amhara,Sedae,047-513-5602
rec-00000191-bbb-0,wn/V1/Eeu/s7qsl,Shimelist,Tatios,Woldemariam,Andenet,Mezjybu,male,19951229,Amhara,Sedas,047-513-5602
rec-00000191-bbb-1,wn/V1/Eeu/s7qsl,,Tadiost,Woldemariam,Andenet,Mezgeu,male,19951229,Amhara,Sedae,
rec-00000192-aaa-0,H5/kb/XZ7/JvovO,Weyne,Jemal,Layne,Tamere,Sinke,female,20021110,Oromia,Jeldu,098-119-3220
rec-00000193-aaa-0,Ix/9Y/mWq/xrJE3,Asegachew,Temesgen,Beyan,Tamire,Bekele,male,19991208,Amhara,Janamora,034-626-5596
rec-00000194-aaa-0,fS/Qr/O6e/Pe7k2,Gebretsadik,Mulualem,Gebreegziabhaier,Gebretensay,Mamo,male,20001029,SNNP,Muhur Na Aklil,033-003-0874
rec-00000195-aaa-0,uI/hI/n6K/XwVvA,Gebremariam,Gebretensay,Biru,Tezera,Anibereber,male,19990228,SNNP,Ezo /Kogota,011-651-5096
rec-00000196-aaa-0,e5/Up/SZU/xjMnd,Yimer,Alemneh,Samuel,Kidanemariam,Birhanu,male,19951128,Addis Ababa,Yeka,033-959-9721
rec-00000196-bbb-0,e5/Up/SZU/cjMnd,Yimer,Alemneh,Samuel,Kidanemariam,Birhau,male,19951128,Addis Abaloa,Yeka,033-o59-9721
rec-00000196-bbb-1,,Yimer,Alemneh,Samuel,Kidanemanam,,male,19951128,Addis Abaloa,Yeka,033-959-9721
rec-00000197-aaa-0,p0/iW/ZG5/dXdWC,Desta,Assefa,Shuru,Tesfu,Zewde,male,19980119,Tigray,Mekelle,022-945-0490
rec-00000198-aaa-0,DS/eg/cDa/Cs0mH,Etaferahu,Woldearegay,Juhar,Shanko,Hagos,female,20021104,Oromia,Negele town,098-119-2517
rec-00000199-aaa-0,zy/5J/7rv/SRjOu,Gebru,Azezew,Gebreezigi,Fikadu,Engida,male,19950101,Oromia,Goro Muti,098-119-9092
rec-00000199-bbb-0,,Gebru,Azezew,Gebree2igi,Fikadu,Engita,male,19950101,,Goro Muti,098-119-9092
rec-00000200-aaa-0,iG/b1/4hS/LhFCg,Gebru,Eshetu,Afework,Kasa,Gebrekidan,male,20071128,Sidama,Bura,091-471-2442
rec-00000201-aaa-0,BO/d4/qFR/X7pp4,Awol,Gebrewold,Mekonnen,Girma,Kalab,male,19980210,Oromia,Sebeta town,011-655-6265
rec-00000201-bbb-0,BO/d4/9FR/X7pp4,Awil,Gebrewold,Mekonjen,Girma,Kalab,malw,19980210,Oromia,Sebeta town,011-655-6265
rec-00000201-bbb-1,,Aol,Geprewold,Mekonnen,Girma,Kalab,male,19980210,Oromia,Sebeta town,
rec-00000202-aaa-0,lt/fh/jT5/YbmW0,Selamawit,Solomon,Mekebo,Yahya,Bezabih,female,19940115,Somali,Hadhagala,091-152-2866
rec-00000203-aaa-0,OC/sA/1mF/BI0AG,Edao,Dawit,Abera,Belachew,Nigussie,male,19991226,Oromia,Uraga,011-111-2182
rec-00000204-aaa-0,xN/4x/CsT/Auw3g,Arega,Ali,Tadesse,Mekonnen,Tefera,male,19960209,Amhara,Sede Muja,046-718-2134
rec-00000204-bbb-0,xN/4x/CsT/Auvv3g,Arega,Ali,Tatesse,Mekonnen,Tefera,maoe,19960209,Amhara,Sede Muua,046-718-2134
rec-00000205-aaa-0,IT/rt/9j8/EBgyX,Amedemariam,Mekuriya,Serkaddis,Woifen,Teshager,male,19930702,Addis Ababa,Arada,098-119-9924
rec-00000206-aaa-0,S4/RJ/msl/rzz1o,Tefera,Asfeah,Mulualem,Gebrehiwot,Ahmed,male,20000826,Amhara,Tach Armacho,022-210-3454
rec-00000207-aaa-0,vj/Rl/JTI/4gg8f,Negash,Abidi,Tefera,Emagnu,Gindaba,male,20050701,SNNP,Kacha Bira,034-984-2323
rec-00000208-aaa-0,YG/lZ/wt4/wgpV4,Jiru,Alemayehu,Nardos,Desta,Berhanu,male,20111128,Amhara,Kalu,011-469-2984
rec-00000209-aaa-0,l3/bp/g73/v7Mpd,Gebregiorgis,Solomon,Gebrewold,Abdurahman,Woldetsaoik,male,19941101,Tigray,Atsbi town,047-164-5811
rec-00000209-bbb-0,l3/bp/g73/v7Mpd,Gebrekiorgis,Solomon,Geprewold,Abdurajman,Woldetjaoik,male,19941101,Tigray,Atsbi town,047-164-5811
rec-00000210-aaa-0,ri/sv/FMb/7sA6B,Aemero,Juhar,Dinku,Fisehatsion,Zegeye,male,20030517,Afar,Dubti town,058-008-9193
rec-00000210-bbb-0,ri/sv/FMb/7sA6B,Aemer0,Juhar,Dinku,Fistehatsion,Zegye,male,20030517,Afar,Dubtu town,058-008-9193
rec-00000211-aaa-0,zg/dx/iej/nT2A2,Guoiso,Tsige,Abera,Gutema,Gugessa,male,20030502,Amhara,Jabi Tehnan,011-319-6532
rec-00000212-aaa-0,ZY/Me/HOp/BFsFJ,Sesani,Gebrekidan,Feyissa,Gebrewold,Sintayehu,male,20020627,Oromia,Akaki,057-833-5650
rec-00000212-bbb-0,ZY/Me/HOp/BFsFJ,Sesani,Gebrekidan,Feyissa,,Sintayehu,male,,Oromiaf,Akaki,
rec-00000212-bbb-1,ZY/Me/HOp/BFsFJ,,Gebrekidan,Feyiasa,Gebrewold,Sintayeu,male,20020627,Oromia,Akalci,057-833-5650
rec-00000213-aaa-0,8u/iX/eys/tHwV5,Gizaw,Teketel,Birhanu,Zeleke,Deressa,male,19930109,Sidama,Hawasa town,022-043-4887
rec-00000214-aaa-0,h2/5N/H3x/vRP5l,Addisu,Tesfaye,Tuji,Asres,Gizaw,male,19960416,Oromia,Berbere,025-268-0345
rec-00000215-aaa-0,cO/bN/vzU/Q1CQ1,Abebech,Getahun,Manji,Shiferaw,Bemnet,female,19970626,Oromia,Kokosa,011-651-7626
rec-00000215-bbb-0,cO/bN/vzU/Q1CQ1,Abebech,Getahun,Mansi,Shjferaw,Bemnet,female,19970626,Oromioa,Kok0sa,011-651-7626
rec-00000215-bbb-1,cO/bN/vzU/Q1CQ1,Abebekh,Gedahun,Manzi,Shiferaw,Bemnet,female,,Oromia,Kokosa,011-651-7626
rec-00000216-aaa-0,dr/Do/WMA/rXjbR,Gemeda,Bezabih,Ayalneh,Wondwosen,Birhanie,male,20000530,Gambela,Godere,091-613-1746
rec-00000217-aaa-0,Ho/FF/2MM/7oxQa,Tewlde,Ayle,Tsige,Belete,Hassen,male,19920607,Oromia,Gumbi Bordede,047-677-5824
rec-00000218-aaa-0,BA/u9/wxK/d22Tr,Getahun,Gebretensae,Teshome,Hurssa,Assefa,male,19931021,Amhara,Dangila town,091-108-8804
rec-00000219-aaa-0,95/2v/XX8/wQqHd,Tewodros,Zekariyas,Kidane,Abdulla,Mismar,male,19970807,Somali,Galadi,091-758-5748
rec-00000220-aaa-0,5N/x2/UoJ/crn0k,Siyum,Takele,Seyfu,Kibatu,Akelom,male,20010510,SNNP,Gimbo,011-402-3714
rec-00000221-aaa-0,yu/rm/zpW/PiqX9,Mesfin,Leulseged,Amare,Hailemariam,Abebe,male,19950917,Tigray,Seyemti Adyabo,011-651-4235
rec-00000222-aaa-0,zt/8C/wo2/ryGeD,Gessesse,Samuel,Gebreegzi,Bemnet,Challa,male,19830318,Oromia,Sebeta town,011-654-0028
rec-00000223-aaa-0,dm/KO/gL6/bfhTC,Almaz,Mohammed,Molla,Getinet,Natnael,female,19930918,Tigray,Naeder,025-744-3011
rec-00000223-bbb-0,,Almaz,Mohammed,Molla,Getineg,Nadnael,fema1e,19930918,Tigray,Naeder,025-744-3011
rec-00000223-bbb-1,dm/KO/gL6/bfhTC,Almaz,,,Getinet,Natmael,female,19930918,Tigrhay,Naeder,025-744-3011
rec-00000224-aaa-0,Vf/C4/3ab/tbVA4,Hansa,Haile,Beyene,Bisetegn,Woldegerima,female,20030201,Oromia,Chiro town,011-652-2349
rec-00000224-bbb-0,,Hanza,Haile,vBeyene,Bisetegn,Woldekerima,female,20030201,Oromia,Chiro town,011-652-2349
rec-00000225-aaa-0,te/MN/lep/64dGp,Usan,Afework,Gidey,Girma,Assefa,male,20100104,Oromia,Tiyo,011-438-1180
rec-00000225-bbb-0,te/MN/lep/64dGp,Usan,Afewor,Gidey,Girms,Assefa,maoe,20100104,Oromia,Tiho,011-438-1180
rec-00000225-bbb-1,,Ustan,Afevvork,Gidey,Girma,Assefa,male,20100104,,Tiyo,011-438-1180
rec-00000226-aaa-0,Lp/mD/fho/E8pHS,Tizita,Teklu,Wakjira,Samuel,Eshete,female,20000119,Oromia,Mieso,011-112-1951
rec-00000226-bbb-0,Lp/mD/fho/E8pHS,Tizita,Tekly,Wakjifa,Samuel,Eshete,,20000119,Oromia,Mi3so,011-112-1951
rec-00000226-bbb-1,Lp/mD/fho/E8pHS,Tizita,Tekiu,Wakjira,Samurl,Eshete,fema|e,20000119,Oromia,Mieso,
rec-00000227-aaa-0,kn/lL/5Wd/BmS8c,Woldesenbet,Gessesse,Ababushen,Mohamedhagos,Azale,male,20041221,Oromia,Dedo,011-651-1808
rec-00000228-aaa-0,ap/Nl/qX7/uBztK,Amenti,Salih,Girma,Wakjira,Gessesse,male,19890614,Amhara,Guna Begemider,091-189-3968
